original_edge_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
70217,0,0,0,3
70218,0,3,3,0
70219,0,2,2,1
70220,0,2,2,1
70221,0,3,3,2
70222,0,1,1,2
70223,0,3,3,3
70224,0,3,3,1
70225,0,1,1,3
70226,0,2,2,2
70227,0,3,3,3
70228,0,1,1,3
70229,0,2,2,2
70230,0,2,2,3
70231,0,1,1,1
70232,0,0,0,2
70233,0,1,1,3
70234,0,3,3,1
70235,0,3,3,1
70236,0,0,0,2
70237,0,2,2,3
70238,0,0,0,2
70239,0,1,1,2
70240,0,1,1,1
70241,0,0,0,2
70242,0,3,3,1
70243,0,3,3,3
70244,0,3,3,1
70245,0,2,2,1
70246,0,1,1,2
70247,0,0,0,3
70248,0,0,0,2
70249,0,1,1,3
70250,0,2,2,1
70251,0,3,3,2
70252,0,0,0,3
70253,0,2,2,1
70254,0,3,3,2
70255,0,0,0,3
70256,0,1,1,0
70257,0,2,2,0
70258,0,3,3,0
70259,0,0,0,0
70260,0,1,1,0
70261,0,2,2,0
70262,0,3,3,0
70263,0,1,1,0
70264,0,2,2,0
70265,0,2,2,0
70266,0,1,1,2
70267,0,3,3,1
70268,0,2,2,3
70269,0,0,0,2
70270,0,0,0,2
70271,0,0,0,1
70272,0,2,2,3
70273,0,3,3,0
70274,0,0,0,2
70275,0,2,2,3
70276,0,1,1,1
70277,0,3,3,1
70278,0,0,0,2
70279,0,0,0,2
70280,0,1,1,3
70281,0,1,1,3
70282,0,0,0,0
70283,0,3,3,1
70284,0,1,1,1
70285,0,1,1,0
70286,0,2,2,0
70287,0,2,2,2
70288,0,3,3,1
70289,0,3,3,3
70290,0,2,2,1
70291,0,1,1,2
70292,0,0,0,1
70293,0,3,3,3
70294,0,1,1,2
70295,0,3,3,0
70296,0,2,2,1
70297,0,1,1,2
70298,0,0,0,0
70299,0,2,2,3
70300,0,0,0,3
70301,0,1,1,0
70302,0,3,3,1
70303,0,3,3,1
70304,0,3,3,1
70305,0,0,0,1
70306,0,2,2,3
70307,0,0,0,2
70308,0,2,2,0
70309,0,3,3,3
70310,0,1,1,3
70311,0,3,3,0
70312,0,3,3,1
70313,0,3,3,1
70314,0,2,2,2
70315,0,0,0,0
70316,0,3,3,2
70317,0,1,1,0
70318,0,0,0,3
70319,0,1,1,1
70320,0,0,0,1
70321,0,2,2,0
70322,0,3,3,3
70323,0,3,3,2
70324,0,1,1,1
70325,0,2,2,2
70326,0,3,3,0
70327,0,2,2,2
70328,0,3,3,3
70329,0,2,2,2
70330,0,0,0,0
70331,0,1,1,1
70332,0,1,1,0
70333,0,0,0,3
70334,0,2,2,0
70335,0,0,0,1
70336,0,1,1,2
70337,0,0,0,2
70338,0,3,3,3
70339,0,3,3,0
70340,0,0,0,0
70341,0,2,2,3
70342,0,0,0,1
70343,0,3,3,0
70344,0,2,2,0
70345,0,1,1,1
70346,0,1,1,2
70347,0,2,2,0
70348,0,3,3,0
70349,0,0,0,2
70350,0,1,1,0
70351,0,0,0,3
70352,0,3,3,1
70353,0,3,3,0
70354,0,1,1,1
70355,0,2,2,2
70356,0,3,3,3
70357,0,1,1,2
70358,0,0,0,1
70359,0,0,0,3
70360,0,2,2,3
70361,0,2,2,2
70362,0,2,2,0
70363,0,3,3,0
70364,0,0,0,3
70365,0,0,0,0
70366,0,1,1,0
70367,0,1,1,0
70368,0,2,2,0
70369,0,2,2,2
70370,0,0,0,3
70371,0,2,2,1
70372,0,0,0,2
70373,0,2,2,1
70374,0,1,1,0
70375,0,0,0,3
70376,0,0,0,2
70377,0,1,1,3
70378,0,3,3,2
70379,0,1,1,3
70380,0,0,0,0
70381,0,3,3,2
70382,0,1,1,1
70383,0,2,2,0
70384,0,3,3,3
70385,0,1,1,2
70386,0,0,0,2
70387,0,0,0,2
70388,0,1,1,1
70389,0,1,1,3
70390,0,2,2,1
70391,0,1,1,3
70392,0,2,2,1
70393,0,2,2,2
70394,0,2,2,0
70395,0,3,3,3
70396,0,1,1,1
70397,0,2,2,2
70398,0,3,3,3
70399,0,0,0,3
70400,0,3,3,0
70401,0,1,1,0
70402,0,2,2,1
70403,0,3,3,2
70404,0,0,0,2
70405,0,1,1,1
70406,0,2,2,3
70407,0,1,1,0
70408,0,3,3,0
70409,0,2,2,3
70410,0,3,3,0
70411,0,0,0,1
70412,0,3,3,2
70413,0,1,1,3
70414,0,0,0,1
70415,0,1,1,3
70416,0,3,3,1
70417,0,2,2,0
70418,0,0,0,1
70419,0,2,2,3
70420,0,3,3,2
70421,0,0,0,2
70422,0,1,1,1
70423,0,1,1,2
70424,0,1,1,0
70425,0,0,0,1
70426,0,2,2,3
70427,0,0,0,0
70428,0,3,3,2
70429,0,0,0,2
70430,0,2,2,3
70431,0,2,2,2
70432,0,1,1,3
70433,0,3,3,3
70434,0,0,0,0
70435,0,0,0,1
70436,0,1,1,3
70437,0,3,3,1
70438,0,1,1,3
70439,0,2,2,0
70440,0,2,2,1
70441,0,3,3,1
70442,0,1,1,0
70443,0,2,2,2
70444,0,0,0,2
70445,0,1,1,2
70446,0,0,0,1
70447,0,3,3,2
70448,0,1,1,0
70449,0,2,2,0
70450,0,3,3,3
70451,0,0,0,3
70452,0,1,1,1
70453,0,2,2,2
70454,0,2,2,3
70455,0,3,3,1
70456,0,0,0,0
70457,0,1,1,1
70458,0,0,0,2
70459,0,2,2,1
70460,0,3,3,0
70461,0,3,3,2
70462,0,1,1,1
70463,0,0,0,2
70464,1,3,3,3
70465,0,0,0,3
70466,0,1,1,2
70467,0,1,1,2
70468,0,2,2,3
70469,0,1,1,1
70470,0,2,2,3
70471,0,3,3,2
70472,0,0,0,3
70473,0,3,3,2
70474,0,3,3,3
70475,0,1,1,1
70476,0,1,1,1
70477,0,0,0,1
70478,0,3,3,2
70479,0,1,1,3
70480,0,2,2,3
70481,0,0,0,1
70482,0,2,2,3
70483,0,2,2,1
70484,0,2,2,1
70485,0,0,0,2
70486,0,2,2,2
70487,0,2,2,1
70488,0,3,3,2
70489,0,1,1,3
70490,0,3,3,3
70491,0,0,0,2
70492,0,1,1,3
70493,0,3,3,1
70494,0,0,0,2
70495,0,0,0,1
70496,0,0,0,3
70497,0,2,2,2
70498,0,1,1,0
70499,0,2,2,0
70500,0,3,3,0
70501,0,0,0,0
70502,1,1,1,1
70503,0,2,2,0
70504,0,3,3,0
70505,0,3,3,0
70506,0,1,1,0
70507,1,3,3,1
70508,0,3,3,1
70509,0,2,2,1
70510,0,0,0,3
70511,0,3,3,2
70512,0,0,0,3
70513,0,2,2,3
70514,0,1,1,2
70515,0,2,2,0
70516,0,0,0,2
70517,0,1,1,1
70518,0,3,3,3
70519,0,0,0,3
70520,0,3,3,2
70521,0,2,2,1
70522,0,0,0,2
70523,0,2,2,1
70524,0,3,3,0
70525,0,1,1,3
70526,0,0,0,1
70527,0,0,0,0
70528,0,2,2,1
70529,0,1,1,0
70530,0,1,1,2
70531,0,3,3,2
70532,0,0,0,2
70533,0,2,2,1
70534,0,0,0,3
70535,0,0,0,2
70536,0,1,1,1
70537,0,2,2,0
70538,0,0,0,1
70539,0,3,3,3
70540,0,3,3,0
70541,0,3,3,1
70542,0,3,3,2
70543,0,2,2,3
70544,0,0,0,0
70545,0,2,2,3
70546,0,2,2,3
70547,0,1,1,3
70548,0,1,1,1
70549,0,0,0,1
70550,0,1,1,0
70551,0,1,1,1
70552,0,2,2,2
70553,0,2,2,0
70554,0,1,1,1
70555,0,1,1,3
70556,0,0,0,1
70557,0,3,3,0
70558,0,2,2,3
70559,0,0,0,0
70560,0,3,3,2
70561,0,1,1,3
70562,0,3,3,3
70563,0,1,1,0
70564,0,0,0,1
70565,0,3,3,1
70566,0,1,1,2
70567,0,3,3,3
70568,0,2,2,0
70569,0,2,2,1
70570,0,3,3,2
70571,0,2,2,2
70572,0,3,3,0
70573,0,1,1,1
70574,0,0,0,0
70575,0,0,0,2
70576,0,1,1,0
70577,0,0,0,3
70578,0,1,1,1
70579,0,2,2,1
70580,0,3,3,3
70581,0,2,2,0
70582,0,3,3,0
70583,0,2,2,2
70584,0,3,3,3
70585,0,0,0,3
70586,0,0,0,0
70587,0,0,0,0
70588,0,1,1,0
70589,0,1,1,0
70590,0,2,2,0
70591,0,0,0,1
70592,0,1,1,2
70593,0,0,0,3
70594,0,2,2,0
70595,0,3,3,0
70596,0,3,3,3
70597,0,2,2,3
70598,0,1,1,1
70599,0,3,3,0
70600,0,1,1,3
70601,0,0,0,1
70602,0,3,3,0
70603,0,3,3,0
70604,0,2,2,1
70605,0,1,1,2
70606,0,2,2,0
70607,0,0,0,0
70608,0,1,1,2
70609,0,0,0,0
70610,0,3,3,3
70611,0,0,0,1
70612,0,2,2,2
70613,0,0,0,2
70614,0,1,1,3
70615,0,2,2,2
70616,0,3,3,2
70617,0,2,2,2
70618,0,3,3,1
70619,0,1,1,1
70620,0,0,0,0
70621,0,2,2,2
70622,0,0,0,3
70623,0,1,1,0
70624,0,2,2,2
70625,0,3,3,2
70626,0,0,0,2
70627,0,1,1,0
70628,0,1,1,0
70629,0,3,3,3
70630,0,2,2,1
70631,0,1,1,2
70632,0,0,0,3
70633,0,2,2,3
70634,0,3,3,1
70635,0,1,1,2
70636,0,3,3,1
70637,0,2,2,0
70638,0,3,3,2
70639,0,0,0,1
70640,0,0,0,2
70641,0,3,3,3
70642,0,2,2,1
70643,0,1,1,3
70644,0,2,2,2
70645,0,1,1,3
70646,0,0,0,1
70647,0,1,1,2
70648,0,3,3,1
70649,0,1,1,0
70650,0,2,2,0
70651,0,1,1,2
70652,0,0,0,3
70653,0,2,2,3
70654,0,2,2,0
70655,0,2,2,2
70656,0,3,3,0
70657,0,0,0,3
70658,0,3,3,2
70659,0,2,2,3
70660,0,3,3,2
70661,0,0,0,1
70662,0,1,1,1
70663,0,0,0,3
70664,0,1,1,1
70665,0,0,0,2
70666,0,1,1,0
70667,0,2,2,1
70668,0,0,0,1
70669,0,3,3,0
70670,0,2,2,3
70671,0,2,2,2
70672,0,3,3,3
70673,0,2,2,2
70674,0,1,1,3
70675,0,3,3,3
70676,0,3,3,0
70677,0,1,1,1
70678,0,1,1,1
70679,0,3,3,2
70680,0,0,0,1
70681,0,2,2,0
70682,0,0,0,2
70683,0,0,0,1
70684,0,0,0,0
70685,0,3,3,3
70686,0,1,1,2
70687,0,1,1,2
70688,0,2,2,3
70689,0,2,2,2
70690,0,0,0,0
70691,0,3,3,0
70692,0,3,3,3
70693,0,1,1,1
70694,0,0,0,3
70695,0,3,3,1
70696,0,0,0,2
70697,0,2,2,3
70698,0,1,1,0
70699,0,2,2,2
70700,0,0,0,1
70701,0,3,3,3
70702,0,3,3,0
70703,0,1,1,2
70704,0,2,2,3
70705,0,0,0,1
70706,0,3,3,1
70707,0,2,2,2
70708,0,0,0,1
70709,0,1,1,1
70710,0,2,2,2
70711,0,1,1,3
70712,0,1,1,3
70713,0,3,3,1
70714,0,1,1,2
70715,0,0,0,3
70716,0,3,3,3
70717,0,1,1,1
70718,0,2,2,3
70719,0,2,2,2
70720,0,3,3,3
70721,0,1,1,3
70722,0,2,2,2
70723,0,0,0,2
70724,0,0,0,3
70725,0,1,1,1
70726,0,3,3,1
70727,0,2,2,2
70728,0,0,0,1
70729,0,2,2,1
70730,0,3,3,2
70731,0,3,3,3
70732,0,0,0,2
70733,0,1,1,3
70734,0,3,3,1
70735,0,0,0,2
70736,0,2,2,3
70737,0,2,2,1
70738,0,3,3,3
70739,0,0,0,2
70740,0,1,1,0
70741,0,2,2,0
70742,0,3,3,0
70743,0,0,0,0
70744,0,1,1,0
70745,0,2,2,0
70746,0,3,3,0
70747,0,1,1,0
70748,0,0,0,0
70749,0,3,3,0
70750,0,0,0,2
70751,0,0,0,3
70752,0,1,1,3
70753,0,1,1,0
70754,0,3,3,3
70755,0,1,1,1
70756,0,2,2,1
70757,0,2,2,2
70758,0,3,3,3
70759,0,0,0,2
70760,0,3,3,3
70761,0,1,1,1
70762,0,2,2,0
70763,0,2,2,1
70764,0,1,1,2
70765,0,3,3,0
70766,0,0,0,0
70767,0,3,3,2
70768,0,1,1,1
70769,0,1,1,3
70770,0,3,3,2
70771,0,2,2,3
70772,0,3,3,3
70773,0,0,0,2
70774,0,0,0,1
70775,0,1,1,2
70776,0,0,0,1
70777,0,3,3,3
70778,0,1,1,2
70779,0,1,1,0
70780,0,2,2,2
70781,0,2,2,1
70782,0,2,2,0
70783,0,2,2,3
70784,0,2,2,2
70785,0,3,3,0
70786,0,3,3,1
70787,0,0,0,2
70788,0,2,2,2
70789,0,0,0,2
70790,0,3,3,3
70791,0,0,0,2
70792,0,0,0,0
70793,0,2,2,1
70794,0,2,2,3
70795,0,1,1,0
70796,0,2,2,3
70797,0,1,1,1
70798,0,0,0,2
70799,0,2,2,0
70800,0,2,2,1
70801,0,3,3,0
70802,0,3,3,3
70803,0,1,1,1
70804,0,1,1,2
70805,0,0,0,0
70806,0,0,0,3
70807,0,2,2,1
70808,0,1,1,2
70809,0,3,3,1
70810,0,1,1,0
70811,0,3,3,2
70812,0,2,2,3
70813,0,2,2,3
70814,0,2,2,0
70815,0,3,3,1
70816,0,3,3,0
70817,0,0,0,1
70818,0,0,0,0
70819,0,0,0,1
70820,0,1,1,2
70821,0,1,1,2
70822,0,1,1,1
70823,0,1,1,0
70824,0,2,2,0
70825,0,3,3,3
70826,0,2,2,1
70827,0,2,2,1
70828,0,0,0,0
70829,0,1,1,2
70830,0,2,2,3
70831,0,3,3,1
70832,0,0,0,3
70833,0,0,0,2
70834,0,0,0,3
70835,0,1,1,2
70836,0,0,0,3
70837,0,3,3,0
70838,0,0,0,0
70839,0,1,1,3
70840,0,2,2,0
70841,0,3,3,1
70842,0,1,1,3
70843,0,1,1,1
70844,0,1,1,0
70845,0,2,2,0
70846,0,0,0,3
70847,0,1,1,1
70848,0,2,2,3
70849,0,3,3,0
70850,0,0,0,2
70851,0,3,3,1
70852,0,0,0,0
70853,0,2,2,0
70854,0,1,1,1
70855,0,1,1,2
70856,0,2,2,0
70857,0,3,3,0
70858,0,1,1,2
70859,0,3,3,0
70860,0,0,0,3
70861,0,0,0,1
70862,0,3,3,0
70863,0,0,0,2
70864,0,3,3,3
70865,0,0,0,0
70866,0,0,0,1
70867,0,2,2,2
70868,0,3,3,3
70869,0,0,0,2
70870,0,2,2,1
70871,0,1,1,3
70872,0,3,3,2
70873,0,3,3,3
70874,0,1,1,1
70875,0,3,3,2
70876,0,2,2,3
70877,0,0,0,3
70878,0,0,0,0
70879,0,1,1,1
70880,0,2,2,1
70881,0,2,2,2
70882,0,1,1,0
70883,0,3,3,0
70884,0,3,3,2
70885,0,1,1,3
70886,0,1,1,1
70887,0,0,0,2
70888,0,3,3,1
70889,0,0,0,3
70890,0,1,1,1
70891,0,1,1,0
70892,0,2,2,2
70893,0,3,3,0
70894,0,0,0,3
70895,0,3,3,3
70896,0,1,1,0
70897,0,2,2,1
70898,0,3,3,0
70899,0,0,0,2
70900,0,1,1,1
70901,0,3,3,2
70902,0,0,0,1
70903,0,0,0,1
70904,0,1,1,2
70905,0,3,3,2
70906,0,0,0,3
70907,0,2,2,2
70908,0,1,1,0
70909,0,1,1,1
70910,0,3,3,3
70911,0,2,2,0
70912,0,2,2,2
70913,0,3,3,3
70914,0,2,2,3
70915,0,0,0,1
70916,0,2,2,2
70917,0,1,1,1
70918,0,2,2,0
70919,0,2,2,2
70920,0,2,2,1
70921,0,0,0,3
70922,0,1,1,3
70923,0,2,2,0
70924,0,0,0,2
70925,0,1,1,3
70926,0,3,3,0
70927,0,0,0,2
70928,0,3,3,1
70929,0,1,1,1
70930,0,3,3,3
70931,0,1,1,3
70932,0,3,3,0
70933,0,2,2,0
70934,0,3,3,1
70935,0,0,0,2
70936,0,2,2,2
70937,0,2,2,3
70938,0,1,1,2
70939,0,3,3,1
70940,0,0,0,0
70941,0,2,2,3
70942,0,3,3,3
70943,0,1,1,2
70944,0,0,0,0
70945,0,3,3,3
70946,0,1,1,2
70947,0,2,2,3
70948,0,0,0,1
70949,0,0,0,1
70950,0,2,2,2
70951,0,2,2,1
70952,0,2,2,1
70953,0,1,1,2
70954,0,0,0,3
70955,0,1,1,1
70956,0,3,3,1
70957,0,1,1,2
70958,0,0,0,3
70959,0,1,1,2
70960,0,0,0,3
70961,0,2,2,2
70962,0,1,1,2
70963,0,3,3,3
70964,0,0,0,1
70965,0,3,3,3
70966,0,3,3,1
70967,0,3,3,3
70968,0,0,0,1
70969,0,2,2,1
70970,0,3,3,3
70971,0,2,2,1
70972,0,1,1,3
70973,0,2,2,1
70974,0,3,3,2
70975,0,0,0,3
70976,0,1,1,2
70977,0,3,3,3
70978,0,0,0,1
70979,1,3,3,2
70980,0,0,0,3
70981,0,1,1,2
70982,0,1,1,0
70983,0,2,2,0
70984,0,3,3,0
70985,0,0,0,0
70986,0,1,1,0
70987,0,2,2,0
70988,0,3,3,0
70989,0,2,2,0
70990,0,3,3,0
70991,0,2,2,0
70992,0,0,0,1
70993,0,0,0,1
70994,0,0,0,0
70995,0,1,1,0
70996,0,0,0,1
70997,0,0,0,1
70998,0,0,0,2
70999,0,0,0,1
71000,0,1,1,1
71001,0,1,1,3
71002,0,0,0,1
71003,0,0,0,0
71004,0,3,3,1
71005,0,1,1,2
71006,0,2,2,0
71007,0,2,2,3
71008,0,2,2,3
71009,0,3,3,3
71010,0,2,2,2
71011,0,1,1,2
71012,0,3,3,2
71013,0,2,2,3
71014,0,1,1,2
71015,0,0,0,3
71016,0,3,3,2
71017,0,3,3,3
71018,0,2,2,0
71019,0,2,2,2
71020,0,3,3,0
71021,0,1,1,3
71022,0,2,2,0
71023,0,1,1,2
71024,0,0,0,1
71025,0,2,2,0
71026,0,3,3,0
71027,0,3,3,3
71028,0,1,1,2
71029,0,1,1,2
71030,0,2,2,2
71031,0,1,1,1
71032,0,3,3,1
71033,0,3,3,1
71034,0,2,2,3
71035,0,0,0,3
71036,0,1,1,1
71037,0,2,2,2
71038,0,3,3,3
71039,0,0,0,1
71040,0,1,1,2
71041,0,2,2,3
71042,0,0,0,1
71043,0,0,0,2
71044,0,3,3,2
71045,0,0,0,3
71046,0,2,2,1
71047,0,0,0,3
71048,0,1,1,0
71049,0,3,3,3
71050,0,2,2,1
71051,0,3,3,0
71052,0,0,0,3
71053,0,1,1,1
71054,0,3,3,0
71055,0,1,1,2
71056,0,2,2,3
71057,0,0,0,3
71058,0,1,1,1
71059,0,0,0,0
71060,0,3,3,0
71061,0,3,3,3
71062,0,1,1,1
71063,0,2,2,2
71064,0,2,2,2
71065,0,1,1,2
71066,0,3,3,3
71067,0,1,1,2
71068,0,1,1,3
71069,0,2,2,1
71070,0,3,3,2
71071,0,0,0,1
71072,0,2,2,2
71073,0,3,3,3
71074,0,3,3,3
71075,0,0,0,1
71076,0,2,2,2
71077,0,1,1,1
71078,0,0,0,2
71079,0,1,1,3
71080,0,3,3,1
71081,0,0,0,2
71082,0,2,2,1
71083,0,1,1,3
71084,0,2,2,2
71085,0,3,3,3
71086,0,0,0,1
71087,0,1,1,2
71088,0,2,2,3
71089,0,3,3,1
71090,0,1,1,2
71091,0,2,2,3
71092,0,0,0,1
71093,0,3,3,2
71094,0,1,1,3
71095,0,2,2,1
71096,0,0,0,2
71097,0,3,3,3
71098,0,0,0,1
71099,0,1,1,2
71100,0,3,3,3
71101,0,2,2,1
71102,0,2,2,2
71103,0,0,0,3
71104,0,1,1,1
71105,1,3,3,2
71106,0,0,0,1
71107,0,1,1,3
71108,0,2,2,2
71109,0,0,0,3
71110,0,3,3,1
71111,0,2,2,2
71112,0,1,1,3
71113,0,3,3,1
71114,0,0,0,2
71115,0,1,1,3
71116,0,2,2,1
71117,1,3,3,2
71118,0,0,0,3
71119,0,1,1,1
71120,0,2,2,2
71121,0,3,3,3
71122,0,0,0,1
71123,0,1,1,2
71124,0,2,2,3
71125,0,2,2,0
71126,0,3,3,0
71127,1,0,0,1
71128,0,1,1,0
71129,0,2,2,0
71130,1,3,3,1
71131,0,3,3,0
71132,0,0,0,0
71133,0,0,0,0
71134,0,1,1,0
71135,1,2,2,1
71136,0,1,1,0
71137,0,3,3,0
71138,0,0,0,0
71139,1,1,1,1
71140,0,2,2,0
71141,0,3,3,0
71142,1,0,0,1
71143,0,1,1,0
71144,0,2,2,0
71145,0,3,3,0
71146,1,0,0,1
71147,0,1,1,0
71148,0,2,2,0
71149,0,2,2,0
71150,0,3,3,0
71151,0,0,0,0
71152,1,1,1,1
71153,1,2,2,1
71154,1,3,3,1
71155,0,3,3,0
71156,0,0,0,0
71157,0,1,1,0
71158,0,2,2,0
71159,0,3,3,0
71160,0,0,0,0
71161,0,1,1,0
71162,0,2,2,0
71163,0,3,3,0
71164,0,0,0,0
71165,0,1,1,0
71166,0,2,2,0
71167,0,3,3,0
71168,1,0,0,1
71169,0,1,1,0
71170,0,0,0,0
71171,1,2,2,1
71172,1,3,3,1
71173,1,0,0,1
71174,0,1,1,0
71175,1,2,2,1
71176,1,3,3,1
71177,0,0,0,0
71178,0,1,1,0
71179,0,2,2,0
71180,0,1,1,0
71181,0,3,3,0
71182,0,0,0,0
71183,0,1,1,0
71184,0,2,2,0
71185,0,3,3,0
71186,0,0,0,0
71187,0,1,1,0
71188,0,2,2,0
71189,0,2,2,0
71190,1,3,3,1
71191,1,0,0,1
71192,0,1,1,0
71193,0,2,2,0
71194,1,3,3,1
71195,1,0,0,1
71196,0,1,1,0
71197,0,2,2,0
71198,1,3,3,1
71199,0,0,0,0
71200,1,1,1,1
71201,0,3,3,0
71202,0,2,2,0
71203,0,3,3,0
71204,0,0,0,0
71205,1,1,1,1
71206,1,2,2,1
71207,1,3,3,1
71208,1,0,0,1
71209,1,1,1,1
71210,1,2,2,1
71211,1,3,3,1
71212,1,0,0,1
71213,1,1,1,1
71214,1,2,2,1
71215,1,3,3,1
71216,1,0,0,1
71217,0,1,1,0
71218,1,2,2,1
71219,1,3,3,1
71220,1,0,0,1
71221,1,1,1,1
71222,1,2,2,1
71223,1,3,3,1
71224,1,0,0,1
71225,1,1,1,1
71226,1,0,0,1
71227,1,2,2,1
71228,1,0,0,1
71229,1,3,3,1
71230,1,0,0,1
71231,1,1,1,1
71232,1,2,2,1
71233,1,1,1,1
71234,0,1,1,2
71235,0,1,1,0
71236,0,1,1,3
71237,0,2,2,3
71238,0,2,2,0
71239,0,3,3,2
71240,0,0,0,3
71241,0,3,3,2
71242,0,2,2,2
71243,0,0,0,2
71244,0,2,2,3
71245,0,3,3,1
71246,0,0,0,0
71247,0,1,1,0
71248,0,0,0,3
71249,0,2,2,2
71250,0,3,3,3
71251,0,2,2,1
71252,0,3,3,2
71253,0,0,0,2
71254,0,3,3,2
71255,0,1,1,0
71256,0,2,2,0
71257,0,0,0,2
71258,0,1,1,3
71259,0,3,3,3
71260,0,0,0,1
71261,0,1,1,2
71262,0,2,2,3
71263,0,1,1,2
71264,0,3,3,3
71265,0,0,0,2
71266,0,1,1,3
71267,0,2,2,3
71268,0,0,0,3
71269,0,2,2,1
71270,1,3,3,2
71271,0,3,3,3
71272,0,2,2,0
71273,0,3,3,2
71274,0,0,0,0
71275,0,1,1,2
71276,0,0,0,0
71277,0,1,1,2
71278,0,3,3,1
71279,0,0,0,2
71280,0,1,1,3
71281,0,1,1,3
71282,0,0,0,2
71283,0,2,2,3
71284,0,3,3,2
71285,0,0,0,2
71286,0,1,1,2
71287,0,3,3,1
71288,0,0,0,3
71289,0,2,2,3
71290,0,3,3,0
71291,0,1,1,3
71292,0,1,1,1
71293,0,0,0,0
71294,0,0,0,3
71295,0,2,2,3
71296,0,3,3,0
71297,0,1,1,3
71298,0,3,3,1
71299,0,0,0,3
71300,0,3,3,1
71301,0,2,2,0
71302,0,0,0,0
71303,0,2,2,1
71304,0,3,3,2
71305,0,0,0,2
71306,0,2,2,2
71307,0,1,1,3
71308,0,2,2,3
71309,0,2,2,2
71310,0,3,3,1
71311,0,2,2,2
71312,0,1,1,3
71313,0,1,1,2
71314,0,2,2,3
71315,0,0,0,2
71316,0,1,1,2
71317,0,0,0,2
71318,0,3,3,2
71319,0,0,0,3
71320,0,2,2,3
71321,0,3,3,3
71322,0,1,1,3
71323,0,2,2,3
71324,0,0,0,3
71325,0,1,1,3
71326,0,2,2,2
71327,0,3,3,2
71328,0,0,0,2
71329,0,3,3,2
71330,0,2,2,3
71331,0,1,1,2
71332,0,3,3,3
71333,0,0,0,3
71334,0,1,1,2
71335,0,2,2,2
71336,0,1,1,3
71337,0,2,2,2
71338,0,3,3,3
71339,0,0,0,2
71340,0,3,3,3
71341,0,0,0,2
71342,0,1,1,3
71343,0,2,2,2
71344,0,3,3,3
71345,0,0,0,2
71346,0,1,1,3
71347,0,2,2,2
71348,0,0,0,3
71349,0,1,1,2
71350,0,3,3,3
71351,0,2,2,2
71352,0,3,3,3
71353,0,0,0,2
71354,0,1,1,3
71355,0,2,2,2
71356,0,3,3,3
71357,0,0,0,2
71358,0,1,1,3
71359,0,2,2,2
71360,0,3,3,3
71361,0,0,0,2
71362,0,2,2,3
71363,0,1,1,2
71364,0,0,0,3
71365,0,3,3,2
71366,0,2,2,3
71367,0,3,3,1
71368,0,1,1,2
71369,1,3,3,3
71370,0,0,0,2
71371,0,1,1,3
71372,1,1,1,2
71373,0,2,2,0
71374,1,2,2,1
71375,1,3,3,1
71376,0,0,0,0
71377,0,1,1,0
71378,0,3,3,0
71379,0,2,2,0
71380,0,3,3,0
71381,0,0,0,0
71382,0,1,1,0
71383,0,2,2,0
71384,0,3,3,0
71385,0,0,0,0
71386,0,1,1,0
71387,0,2,2,0
71388,0,3,3,0
71389,0,0,0,0
71390,0,1,1,0
71391,0,0,0,0
71392,0,2,2,0
71393,0,3,3,0
71394,0,0,0,0
71395,1,1,1,1
71396,0,2,2,0
71397,0,1,1,0
71398,0,3,3,0
71399,0,0,0,0
71400,0,1,1,0
71401,0,2,2,0
71402,0,3,3,0
71403,0,0,0,0
71404,0,1,1,0
71405,0,2,2,0
71406,0,3,3,0
71407,1,0,0,1
71408,0,1,1,0
71409,0,2,2,0
71410,0,3,3,0
71411,0,0,0,0
71412,0,2,2,0
71413,0,1,1,0
71414,0,2,2,0
71415,1,3,3,1
71416,1,0,0,1
71417,1,1,1,1
71418,1,2,2,1
71419,0,3,3,0
71420,0,0,0,0
71421,0,1,1,0
71422,0,3,3,0
71423,0,2,2,0
71424,0,3,3,0
71425,1,0,0,1
71426,0,1,1,0
71427,0,2,2,0
71428,0,3,3,0
71429,1,0,0,1
71430,0,1,1,0
71431,0,0,0,0
71432,0,2,2,0
71433,1,3,3,1
71434,1,0,0,1
71435,1,1,1,1
71436,1,2,2,1
71437,1,3,3,1
71438,0,0,0,0
71439,1,1,1,1
71440,1,2,2,1
71441,1,3,3,1
71442,1,0,0,1
71443,0,1,1,0
71444,1,1,1,1
71445,0,2,2,0
71446,1,3,3,1
71447,1,0,0,1
71448,1,1,1,1
71449,1,2,2,1
71450,1,3,3,1
71451,1,0,0,1
71452,1,1,1,1
71453,0,2,2,0
71454,0,3,3,0
71455,1,0,0,1
71456,1,1,1,1
71457,1,2,2,1
71458,1,3,3,1
71459,1,0,0,1
71460,1,1,1,1
71461,1,2,2,1
71462,1,3,3,1
71463,1,0,0,1
71464,1,1,1,1
71465,1,2,2,1
71466,1,3,3,1
71467,1,0,0,1
71468,1,1,1,1
71469,1,1,1,1
71470,1,2,2,1
71471,1,2,2,1
71472,1,3,3,1
71473,1,0,0,1
71474,1,1,1,1
71475,1,3,3,1
71476,0,3,3,1
71477,0,2,2,0
71478,0,3,3,2
71479,0,0,0,3
71480,0,3,3,0
71481,0,2,2,3
71482,0,2,2,2
71483,0,1,1,3
71484,0,0,0,3
71485,0,0,0,2
